#SEQID	AVERAGE_POS_CONS	MAX_POS_CONS	MIN_POS_CONS
A0A0B4J1Y8_ENSG00000223350_ENSEMBL_ORTHOLOGUES_ALN_IDR_19_30_CONS.out.txt	0.63	0.84	0.42
A0A0B4J245_ENSG00000211785_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_15_CONS.out.txt	0.37	0.57	0.14
A0A0B4J265_ENSG00000211812_ENSEMBL_ORTHOLOGUES_ALN_IDR_19_30_CONS.out.txt	NA	NA	NA
A0A0B4J266_ENSG00000211820_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_17_CONS.out.txt	NA	NA	NA
A0A0B4J271_ENSG00000211794_ENSEMBL_ORTHOLOGUES_ALN_IDR_3_19_CONS.out.txt	0.34	0.50	0.17
A0A0B4J276_ENSG00000211806_ENSEMBL_ORTHOLOGUES_ALN_IDR_3_13_CONS.out.txt	0.64	1.00	0.37
A0A0B4J2F0_ENSG00000225973_ENSEMBL_ORTHOLOGUES_ALN_IDR_35_53_CONS.out.txt	0.84	1.00	0.69
A0A0D9SF12_ENSG00000280670_ENSEMBL_ORTHOLOGUES_ALN_IDR_90_100_CONS.out.txt	0.88	1.00	0.66
A0A0J9YWL9_ENSG00000282815_ENSEMBL_ORTHOLOGUES_ALN_IDR_121_141_CONS.out.txt	0.55	0.81	0.34
A0A0J9YXQ4_ENSG00000214897_ENSEMBL_ORTHOLOGUES_ALN_IDR_29_63_CONS.out.txt	0.24	0.38	0.14
A0A0J9YXQ4_ENSG00000214897_ENSEMBL_ORTHOLOGUES_ALN_IDR_81_94_CONS.out.txt	NA	NA	NA
A0A0J9YXQ4_ENSG00000214897_ENSEMBL_ORTHOLOGUES_ALN_IDR_417_452_CONS.out.txt	0.46	0.71	0.15
A0A0J9YXQ4_ENSG00000214897_ENSEMBL_ORTHOLOGUES_ALN_IDR_461_486_CONS.out.txt	0.42	0.87	0.21
A0A0J9YY54_ENSG00000282419_ENSEMBL_ORTHOLOGUES_ALN_IDR_95_151_CONS.out.txt	0.51	0.76	0.30
A0A0K2S4Q6_ENSG00000284690_ENSEMBL_ORTHOLOGUES_ALN_IDR_174_188_CONS.out.txt	0.75	1.00	0.53
A0A0U1RQI7_ENSG00000283039_ENSEMBL_ORTHOLOGUES_ALN_IDR_3_15_CONS.out.txt	NA	NA	NA
A0A0U1RQI7_ENSG00000283039_ENSEMBL_ORTHOLOGUES_ALN_IDR_581_591_CONS.out.txt	NA	NA	NA
A0A0U1RR11_ENSG00000223591_ENSEMBL_ORTHOLOGUES_ALN_IDR_49_62_CONS.out.txt	NA	NA	NA
A0A0U1RR37_ENSG00000282872_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_16_CONS.out.txt	0.51	0.82	0.30
A0A0U1RR37_ENSG00000282872_ENSEMBL_ORTHOLOGUES_ALN_IDR_48_76_CONS.out.txt	0.78	1.00	0.33
A0A0U1RR37_ENSG00000282872_ENSEMBL_ORTHOLOGUES_ALN_IDR_108_124_CONS.out.txt	0.58	0.80	0.28
A0A0U1RR37_ENSG00000282872_ENSEMBL_ORTHOLOGUES_ALN_IDR_165_179_CONS.out.txt	0.45	0.61	0.27
A0A0U1RRE5_ENSG00000204272_ENSEMBL_ORTHOLOGUES_ALN_IDR_22_38_CONS.out.txt	0.97	1.00	0.87
A0A0U1RRK4_ENSG00000283071_ENSEMBL_ORTHOLOGUES_ALN_IDR_46_58_CONS.out.txt	0.83	1.00	0.66
A0A0U1RRK4_ENSG00000283071_ENSEMBL_ORTHOLOGUES_ALN_IDR_95_105_CONS.out.txt	0.51	0.75	0.32
A0A0U1RRL7_ENSG00000126005_ENSEMBL_ORTHOLOGUES_ALN_IDR_37_52_CONS.out.txt	NA	NA	NA
A0A183_ENSG00000235942_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_23_CONS.out.txt	0.86	1.00	0.55
A0A1B0GTH6_ENSG00000283434_ENSEMBL_ORTHOLOGUES_ALN_IDR_3_15_CONS.out.txt	NA	NA	NA
A0A1B0GTI1_ENSG00000283247_ENSEMBL_ORTHOLOGUES_ALN_IDR_113_126_CONS.out.txt	NA	NA	NA
A0A1B0GTI1_ENSG00000283247_ENSEMBL_ORTHOLOGUES_ALN_IDR_139_180_CONS.out.txt	0.78	1.00	0.48
A0A1B0GTL2_ENSG00000196421_ENSEMBL_ORTHOLOGUES_ALN_IDR_92_140_CONS.out.txt	0.85	0.98	0.47
A0A1B0GTR3_ENSG00000224440_ENSEMBL_ORTHOLOGUES_ALN_IDR_69_101_CONS.out.txt	0.82	1.00	0.55
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_18_38_CONS.out.txt	0.67	0.81	0.46
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_42_66_CONS.out.txt	0.48	0.81	0.26
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_70_98_CONS.out.txt	0.57	0.74	0.44
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_213_228_CONS.out.txt	0.60	0.76	0.36
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_356_372_CONS.out.txt	0.57	1.00	0.28
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_402_426_CONS.out.txt	0.56	0.78	0.23
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_469_487_CONS.out.txt	0.67	0.93	0.31
A0A1B0GTU1_ENSG00000215817_ENSEMBL_ORTHOLOGUES_ALN_IDR_558_571_CONS.out.txt	0.42	0.52	0.28
A0A1B0GTU2_ENSG00000259417_ENSEMBL_ORTHOLOGUES_ALN_IDR_12_34_CONS.out.txt	0.82	1.00	0.48
A0A1B0GTW7_ENSG00000283654_ENSEMBL_ORTHOLOGUES_ALN_IDR_21_37_CONS.out.txt	0.77	1.00	0.35
A0A1B0GTZ2_ENSG00000196553_ENSEMBL_ORTHOLOGUES_ALN_IDR_22_77_CONS.out.txt	0.87	1.00	0.50
A0A1B0GTZ2_ENSG00000196553_ENSEMBL_ORTHOLOGUES_ALN_IDR_87_118_CONS.out.txt	0.69	0.97	0.43
A0A1B0GTZ2_ENSG00000196553_ENSEMBL_ORTHOLOGUES_ALN_IDR_157_169_CONS.out.txt	NA	NA	NA
A0A1B0GU29_ENSG00000262543_ENSEMBL_ORTHOLOGUES_ALN_IDR_50_77_CONS.out.txt	0.92	1.00	0.62
A0A1B0GUA5_ENSG00000271824_ENSEMBL_ORTHOLOGUES_ALN_IDR_50_74_CONS.out.txt	0.96	1.00	0.77
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_4_16_CONS.out.txt	NA	NA	NA
A0A1B0GUA6_ENSG00000283428_ENSEMBL_ORTHOLOGUES_ALN_IDR_21_37_CONS.out.txt	0.76	1.00	0.47
A0A1B0GUS0_ENSG00000283567_ENSEMBL_ORTHOLOGUES_ALN_IDR_13_37_CONS.out.txt	0.65	0.94	0.49
A0A1B0GUS0_ENSG00000283567_ENSEMBL_ORTHOLOGUES_ALN_IDR_41_77_CONS.out.txt	0.84	1.00	0.63
A0A1B0GUT2_ENSG00000237489_ENSEMBL_ORTHOLOGUES_ALN_IDR_88_108_CONS.out.txt	0.69	1.00	0.23
A0A1B0GUX0_ENSG00000272899_ENSEMBL_ORTHOLOGUES_ALN_IDR_40_57_CONS.out.txt	0.29	0.52	0.15
A0A1B0GUY1_ENSG00000248109_ENSEMBL_ORTHOLOGUES_ALN_IDR_1_16_CONS.out.txt	0.58	0.80	0.31
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_3_17_CONS.out.txt	0.79	1.00	0.65
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_62_82_CONS.out.txt	0.81	1.00	0.55
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_113_212_CONS.out.txt	0.71	0.86	0.53
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_244_458_CONS.out.txt	NA	NA	NA
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_497_515_CONS.out.txt	NA	NA	NA
A0A1B0GV85_ENSG00000250673_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_18_CONS.out.txt	0.40	0.58	0.18
A0A1B0GV90_ENSG00000283324_ENSEMBL_ORTHOLOGUES_ALN_IDR_10_42_CONS.out.txt	0.99	1.00	0.92
A0A1B0GVG4_ENSG00000269720_ENSEMBL_ORTHOLOGUES_ALN_IDR_161_192_CONS.out.txt	0.57	0.83	0.37
A0A1B0GVM6_ENSG00000257057_ENSEMBL_ORTHOLOGUES_ALN_IDR_49_73_CONS.out.txt	0.86	0.99	0.34
A0A1B0GVN3_ENSG00000228486_ENSEMBL_ORTHOLOGUES_ALN_IDR_198_209_CONS.out.txt	0.82	0.92	0.54
A0A1B0GVQ3_ENSG00000236383_ENSEMBL_ORTHOLOGUES_ALN_IDR_4_45_CONS.out.txt	0.83	0.95	0.25
A0A1B0GVT2_ENSG00000261873_ENSEMBL_ORTHOLOGUES_ALN_IDR_21_36_CONS.out.txt	1.00	1.00	1.00
A0A1B0GVY4_ENSG00000248771_ENSEMBL_ORTHOLOGUES_ALN_IDR_5_30_CONS.out.txt	0.96	1.00	0.86
A0A1B0GVZ6_ENSG00000196589_ENSEMBL_ORTHOLOGUES_ALN_IDR_22_38_CONS.out.txt	0.42	0.67	0.14
A0A1B0GVZ6_ENSG00000196589_ENSEMBL_ORTHOLOGUES_ALN_IDR_188_203_CONS.out.txt	0.48	0.65	0.15
A0A1B0GWB2_ENSG00000283526_ENSEMBL_ORTHOLOGUES_ALN_IDR_252_263_CONS.out.txt	0.69	0.84	0.54
A0A1W2PP97_ENSG00000284491_ENSEMBL_ORTHOLOGUES_ALN_IDR_41_52_CONS.out.txt	0.77	1.00	0.57
A0A1W2PPF3_ENSG00000282757_ENSEMBL_ORTHOLOGUES_ALN_IDR_38_76_CONS.out.txt	0.83	1.00	0.46
A0A1W2PPF3_ENSG00000282757_ENSEMBL_ORTHOLOGUES_ALN_IDR_110_120_CONS.out.txt	0.67	1.00	0.39
A0A1W2PPF3_ENSG00000282757_ENSEMBL_ORTHOLOGUES_ALN_IDR_126_158_CONS.out.txt	0.73	1.00	0.55
A0A1W2PPM1_ENSG00000283755_ENSEMBL_ORTHOLOGUES_ALN_IDR_30_97_CONS.out.txt	0.60	0.99	0.20
A0A286YF58_ENSG00000273238_ENSEMBL_ORTHOLOGUES_ALN_IDR_117_134_CONS.out.txt	1.00	1.00	1.00
A0A286YF58_ENSG00000273238_ENSEMBL_ORTHOLOGUES_ALN_IDR_201_229_CONS.out.txt	0.99	1.00	0.82
A0A286YF58_ENSG00000273238_ENSEMBL_ORTHOLOGUES_ALN_IDR_242_255_CONS.out.txt	0.98	1.00	0.80
A0A2R8YCJ5_ENSG00000284791_ENSEMBL_ORTHOLOGUES_ALN_IDR_32_74_CONS.out.txt	0.93	1.00	0.45
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_216_262_CONS.out.txt	0.44	0.93	0.20
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_319_337_CONS.out.txt	0.65	0.83	0.44
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_367_411_CONS.out.txt	0.72	1.00	0.47
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_465_488_CONS.out.txt	0.66	0.90	0.35
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_630_648_CONS.out.txt	0.42	0.61	0.25
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_791_804_CONS.out.txt	0.71	0.90	0.34
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_819_846_CONS.out.txt	0.51	0.78	0.28
A0AVK6_ENSG00000129173_ENSEMBL_ORTHOLOGUES_ALN_IDR_58_70_CONS.out.txt	0.85	1.00	0.64
A0AVK6_ENSG00000129173_ENSEMBL_ORTHOLOGUES_ALN_IDR_393_411_CONS.out.txt	0.78	1.00	0.55
A0AVK6_ENSG00000129173_ENSEMBL_ORTHOLOGUES_ALN_IDR_434_450_CONS.out.txt	0.52	0.79	0.18
A0AVK6_ENSG00000129173_ENSEMBL_ORTHOLOGUES_ALN_IDR_733_744_CONS.out.txt	0.59	0.75	0.44
A0FGR9_ENSG00000158220_ENSEMBL_ORTHOLOGUES_ALN_IDR_35_49_CONS.out.txt	0.41	0.65	0.16
A0FGR9_ENSG00000158220_ENSEMBL_ORTHOLOGUES_ALN_IDR_59_72_CONS.out.txt	0.63	0.81	0.44
A0JP26_ENSG00000278522_ENSEMBL_ORTHOLOGUES_ALN_IDR_330_354_CONS.out.txt	0.83	0.94	0.54
A0JP26_ENSG00000278522_ENSEMBL_ORTHOLOGUES_ALN_IDR_492_543_CONS.out.txt	NA	NA	NA
A0JP26_ENSG00000278522_ENSEMBL_ORTHOLOGUES_ALN_IDR_568_579_CONS.out.txt	NA	NA	NA
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_48_107_CONS.out.txt	0.52	0.72	0.27
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_137_253_CONS.out.txt	0.40	0.67	0.17
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_261_347_CONS.out.txt	0.40	0.78	0.21
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_404_421_CONS.out.txt	0.41	0.68	0.19
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_445_456_CONS.out.txt	0.31	0.47	0.12
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_474_487_CONS.out.txt	0.38	0.56	0.16
A0PJW8_ENSG00000163331_ENSEMBL_ORTHOLOGUES_ALN_IDR_51_74_CONS.out.txt	0.53	0.76	0.36
A0PJW8_ENSG00000163331_ENSEMBL_ORTHOLOGUES_ALN_IDR_81_106_CONS.out.txt	0.58	0.88	0.38
A0PJX4_ENSG00000178343_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_15_CONS.out.txt	0.40	0.58	0.11
A0PJY2_ENSG00000128610_ENSEMBL_ORTHOLOGUES_ALN_IDR_222_235_CONS.out.txt	0.48	0.61	0.28
A0PJY2_ENSG00000128610_ENSEMBL_ORTHOLOGUES_ALN_IDR_407_424_CONS.out.txt	0.77	1.00	0.46
A0PJZ3_ENSG00000172986_ENSEMBL_ORTHOLOGUES_ALN_IDR_5_25_CONS.out.txt	0.52	0.68	0.26
A1A4G5_ENSG00000206535_ENSEMBL_ORTHOLOGUES_ALN_IDR_130_157_CONS.out.txt	0.40	0.59	0.28
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_58_72_CONS.out.txt	0.73	0.97	0.41
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_255_284_CONS.out.txt	0.38	0.70	0.18
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_351_404_CONS.out.txt	0.44	0.72	0.24
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_449_476_CONS.out.txt	0.46	0.87	0.26
A1L020_ENSG00000254726_ENSEMBL_ORTHOLOGUES_ALN_IDR_34_45_CONS.out.txt	0.30	0.45	0.15
A1L0T0_ENSG00000105135_ENSEMBL_ORTHOLOGUES_ALN_IDR_18_32_CONS.out.txt	0.51	0.70	0.29
A1L170_ENSG00000239887_ENSEMBL_ORTHOLOGUES_ALN_IDR_112_143_CONS.out.txt	0.45	0.57	0.30
A1L390_ENSG00000126822_ENSEMBL_ORTHOLOGUES_ALN_IDR_597_608_CONS.out.txt	0.53	0.89	0.30
A1L390_ENSG00000126822_ENSEMBL_ORTHOLOGUES_ALN_IDR_709_753_CONS.out.txt	0.60	0.77	0.43
A1L443_ENSG00000130950_ENSEMBL_ORTHOLOGUES_ALN_IDR_285_299_CONS.out.txt	0.82	0.91	0.77
A1L443_ENSG00000130950_ENSEMBL_ORTHOLOGUES_ALN_IDR_436_471_CONS.out.txt	0.71	0.86	0.44
A1L443_ENSG00000130950_ENSEMBL_ORTHOLOGUES_ALN_IDR_477_503_CONS.out.txt	0.44	0.69	0.27
A2A288_ENSG00000178199_ENSEMBL_ORTHOLOGUES_ALN_IDR_258_279_CONS.out.txt	0.33	0.54	0.20
A2A2V5_ENSG00000180440_ENSEMBL_ORTHOLOGUES_ALN_IDR_39_67_CONS.out.txt	0.85	1.00	0.37
A2A2Y4_ENSG00000172159_ENSEMBL_ORTHOLOGUES_ALN_IDR_312_322_CONS.out.txt	0.32	0.47	0.19
A2A2Y4_ENSG00000172159_ENSEMBL_ORTHOLOGUES_ALN_IDR_329_358_CONS.out.txt	0.65	0.86	0.51
A2A2Y4_ENSG00000172159_ENSEMBL_ORTHOLOGUES_ALN_IDR_495_509_CONS.out.txt	0.59	0.80	0.46
A2A2Z9_ENSG00000230453_ENSEMBL_ORTHOLOGUES_ALN_IDR_225_238_CONS.out.txt	NA	NA	NA
A2A2Z9_ENSG00000230453_ENSEMBL_ORTHOLOGUES_ALN_IDR_244_261_CONS.out.txt	NA	NA	NA
A2A2Z9_ENSG00000230453_ENSEMBL_ORTHOLOGUES_ALN_IDR_337_358_CONS.out.txt	NA	NA	NA
A2A2Z9_ENSG00000230453_ENSEMBL_ORTHOLOGUES_ALN_IDR_400_416_CONS.out.txt	NA	NA	NA
A2A3K4_ENSG00000158079_ENSEMBL_ORTHOLOGUES_ALN_IDR_315_337_CONS.out.txt	0.49	0.73	0.29
A2AJT9_ENSG00000173681_ENSEMBL_ORTHOLOGUES_ALN_IDR_470_488_CONS.out.txt	0.88	0.98	0.43
A2AJT9_ENSG00000173681_ENSEMBL_ORTHOLOGUES_ALN_IDR_550_566_CONS.out.txt	0.64	0.84	0.25
A2CJ06_ENSG00000232125_ENSEMBL_ORTHOLOGUES_ALN_IDR_324_383_CONS.out.txt	0.52	0.74	0.12
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_54_103_CONS.out.txt	0.75	0.91	0.29
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_166_190_CONS.out.txt	0.34	0.74	0.23
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_236_247_CONS.out.txt	0.70	1.00	0.45
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_295_318_CONS.out.txt	0.71	0.96	0.51
A2PYH4_ENSG00000162669_ENSEMBL_ORTHOLOGUES_ALN_IDR_1140_1162_CONS.out.txt	NA	NA	NA
A2RRD8_ENSG00000182986_ENSEMBL_ORTHOLOGUES_ALN_IDR_30_42_CONS.out.txt	0.92	1.00	0.85
A2RU14_ENSG00000150433_ENSEMBL_ORTHOLOGUES_ALN_IDR_12_32_CONS.out.txt	0.73	0.97	0.56
A2RU14_ENSG00000150433_ENSEMBL_ORTHOLOGUES_ALN_IDR_38_61_CONS.out.txt	0.76	0.93	0.35
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_9_21_CONS.out.txt	NA	NA	NA
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_149_169_CONS.out.txt	0.65	0.89	0.41
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_180_243_CONS.out.txt	0.67	0.95	0.40
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_278_291_CONS.out.txt	0.45	0.78	0.31
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_311_325_CONS.out.txt	0.51	0.79	0.41
A2RU67_ENSG00000084444_ENSEMBL_ORTHOLOGUES_ALN_IDR_99_122_CONS.out.txt	0.70	0.87	0.30
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_150_164_CONS.out.txt	0.58	0.78	0.38
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_257_282_CONS.out.txt	0.63	0.80	0.26
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_323_366_CONS.out.txt	0.54	0.77	0.26
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_450_569_CONS.out.txt	0.56	0.95	0.22
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_711_745_CONS.out.txt	0.57	0.83	0.25
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_906_931_CONS.out.txt	0.50	0.89	0.19
A2RUR9_ENSG00000170160_ENSEMBL_ORTHOLOGUES_ALN_IDR_80_100_CONS.out.txt	0.61	0.84	0.35
A2RUR9_ENSG00000170160_ENSEMBL_ORTHOLOGUES_ALN_IDR_277_301_CONS.out.txt	NA	NA	NA
A2RUR9_ENSG00000170160_ENSEMBL_ORTHOLOGUES_ALN_IDR_496_529_CONS.out.txt	NA	NA	NA
A2RUR9_ENSG00000170160_ENSEMBL_ORTHOLOGUES_ALN_IDR_655_710_CONS.out.txt	NA	NA	NA
A2RUS2_ENSG00000105339_ENSEMBL_ORTHOLOGUES_ALN_IDR_332_346_CONS.out.txt	0.45	0.59	0.31
A2RUU4_ENSG00000204140_ENSEMBL_ORTHOLOGUES_ALN_IDR_2_20_CONS.out.txt	0.36	0.94	0.21
A2VDJ0_ENSG00000121210_ENSEMBL_ORTHOLOGUES_ALN_IDR_891_901_CONS.out.txt	0.64	0.84	0.40
A3KMH1_ENSG00000102763_ENSEMBL_ORTHOLOGUES_ALN_IDR_1550_1588_CONS.out.txt	0.70	0.97	0.30
A4D161_ENSG00000188732_ENSEMBL_ORTHOLOGUES_ALN_IDR_190_230_CONS.out.txt	0.58	0.92	0.23
A4D161_ENSG00000188732_ENSEMBL_ORTHOLOGUES_ALN_IDR_259_286_CONS.out.txt	0.29	0.48	0.12
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_42_125_CONS.out.txt	0.42	0.77	0.20
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_442_470_CONS.out.txt	0.60	0.93	0.17
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_1149_1175_CONS.out.txt	0.84	1.00	0.35
A4D1S0_ENSG00000188883_ENSEMBL_ORTHOLOGUES_ALN_IDR_255_281_CONS.out.txt	0.46	0.55	0.37
A4D256_ENSG00000218305_ENSEMBL_ORTHOLOGUES_ALN_IDR_394_408_CONS.out.txt	0.70	0.91	0.34
A4D256_ENSG00000218305_ENSEMBL_ORTHOLOGUES_ALN_IDR_423_438_CONS.out.txt	NA	NA	NA
A4D2H0_ENSG00000271079_ENSEMBL_ORTHOLOGUES_ALN_IDR_244_272_CONS.out.txt	0.57	0.77	0.46
A4D2H0_ENSG00000271079_ENSEMBL_ORTHOLOGUES_ALN_IDR_324_502_CONS.out.txt	0.46	0.71	0.20
A4D2P6_ENSG00000215045_ENSEMBL_ORTHOLOGUES_ALN_IDR_393_411_CONS.out.txt	0.66	0.81	0.51
A4D2P6_ENSG00000215045_ENSEMBL_ORTHOLOGUES_ALN_IDR_422_446_CONS.out.txt	0.60	0.73	0.30
A4D2P6_ENSG00000215045_ENSEMBL_ORTHOLOGUES_ALN_IDR_454_465_CONS.out.txt	0.40	0.64	0.21
A4FU28_ENSG00000236761_ENSEMBL_ORTHOLOGUES_ALN_IDR_237_271_CONS.out.txt	0.55	0.97	0.41
A4FU28_ENSG00000236761_ENSEMBL_ORTHOLOGUES_ALN_IDR_314_501_CONS.out.txt	0.46	0.70	0.20
