#SEQID	AVERAGE_POS_CONS	MAX_POS_CONS	MIN_POS_CONS
A0A1B0GU29_ENSG00000262543_ENSEMBL_ORTHOLOGUES_ALN_IDR_56_74_CONS.out.txt	0.93	1.00	0.73
A0A1B0GUA5_ENSG00000271824_ENSEMBL_ORTHOLOGUES_ALN_IDR_53_70_CONS.out.txt	0.96	1.00	0.67
A0A1B0GUA6_ENSG00000283428_ENSEMBL_ORTHOLOGUES_ALN_IDR_21_33_CONS.out.txt	0.81	1.00	0.70
A0A1B0GUS0_ENSG00000283567_ENSEMBL_ORTHOLOGUES_ALN_IDR_17_31_CONS.out.txt	0.63	1.00	0.31
A0A1B0GUS0_ENSG00000283567_ENSEMBL_ORTHOLOGUES_ALN_IDR_47_73_CONS.out.txt	0.82	0.95	0.60
A0A1B0GV03_ENSG00000261649_ENSEMBL_ORTHOLOGUES_ALN_IDR_113_202_CONS.out.txt	0.71	0.88	0.53
A0A1B0GV90_ENSG00000283324_ENSEMBL_ORTHOLOGUES_ALN_IDR_15_36_CONS.out.txt	0.98	1.00	0.91
A0A1B0GVG4_ENSG00000269720_ENSEMBL_ORTHOLOGUES_ALN_IDR_161_190_CONS.out.txt	0.57	0.83	0.37
A0A1B0GVQ3_ENSG00000236383_ENSEMBL_ORTHOLOGUES_ALN_IDR_8_38_CONS.out.txt	0.88	0.97	0.74
A0A1B0GVY4_ENSG00000248771_ENSEMBL_ORTHOLOGUES_ALN_IDR_9_23_CONS.out.txt	0.96	1.00	0.78
A0A1B0GVZ6_ENSG00000196589_ENSEMBL_ORTHOLOGUES_ALN_IDR_188_201_CONS.out.txt	0.55	0.74	0.43
A0A1W2PPF3_ENSG00000282757_ENSEMBL_ORTHOLOGUES_ALN_IDR_38_67_CONS.out.txt	0.86	1.00	0.70
A0A1W2PPF3_ENSG00000282757_ENSEMBL_ORTHOLOGUES_ALN_IDR_126_138_CONS.out.txt	0.72	1.00	0.49
A0A1W2PPM1_ENSG00000283755_ENSEMBL_ORTHOLOGUES_ALN_IDR_33_93_CONS.out.txt	0.60	0.99	0.25
A0A2R8YCJ5_ENSG00000284791_ENSEMBL_ORTHOLOGUES_ALN_IDR_37_56_CONS.out.txt	0.95	1.00	0.62
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_222_253_CONS.out.txt	0.46	0.71	0.14
A0AUZ9_ENSG00000144445_ENSEMBL_ORTHOLOGUES_ALN_IDR_375_406_CONS.out.txt	0.74	1.00	0.45
A0JP26_ENSG00000278522_ENSEMBL_ORTHOLOGUES_ALN_IDR_330_354_CONS.out.txt	0.83	0.94	0.54
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_48_100_CONS.out.txt	0.49	0.71	0.23
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_143_247_CONS.out.txt	0.41	0.68	0.17
A0MZ66_ENSG00000187164_ENSEMBL_ORTHOLOGUES_ALN_IDR_268_341_CONS.out.txt	0.39	0.64	0.22
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_58_72_CONS.out.txt	0.73	0.97	0.41
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_255_278_CONS.out.txt	0.39	0.73	0.22
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_360_385_CONS.out.txt	0.55	0.72	0.37
A1A5D9_ENSG00000162069_ENSEMBL_ORTHOLOGUES_ALN_IDR_449_469_CONS.out.txt	0.52	0.86	0.19
A2A2V5_ENSG00000180440_ENSEMBL_ORTHOLOGUES_ALN_IDR_43_63_CONS.out.txt	0.87	1.00	0.53
A2A2Y4_ENSG00000172159_ENSEMBL_ORTHOLOGUES_ALN_IDR_335_357_CONS.out.txt	0.60	0.88	0.34
A2A2Z9_ENSG00000230453_ENSEMBL_ORTHOLOGUES_ALN_IDR_404_416_CONS.out.txt	NA	NA	NA
A2CJ06_ENSG00000232125_ENSEMBL_ORTHOLOGUES_ALN_IDR_353_374_CONS.out.txt	0.50	0.92	0.36
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_59_98_CONS.out.txt	0.78	0.96	0.58
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_173_190_CONS.out.txt	0.42	0.68	0.13
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_236_246_CONS.out.txt	0.65	0.79	0.44
A2IDD5_ENSG00000162004_ENSEMBL_ORTHOLOGUES_ALN_IDR_297_308_CONS.out.txt	0.64	0.92	0.43
A2RU14_ENSG00000150433_ENSEMBL_ORTHOLOGUES_ALN_IDR_13_28_CONS.out.txt	0.69	1.00	0.49
A2RU14_ENSG00000150433_ENSEMBL_ORTHOLOGUES_ALN_IDR_40_51_CONS.out.txt	0.76	0.94	0.46
A2RU30_ENSG00000135426_ENSEMBL_ORTHOLOGUES_ALN_IDR_222_232_CONS.out.txt	0.50	0.81	0.32
A2RU67_ENSG00000084444_ENSEMBL_ORTHOLOGUES_ALN_IDR_106_120_CONS.out.txt	0.77	1.00	0.57
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_331_347_CONS.out.txt	0.67	0.77	0.57
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_461_482_CONS.out.txt	0.83	0.95	0.55
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_509_562_CONS.out.txt	0.36	0.73	0.19
A2RUB6_ENSG00000180376_ENSEMBL_ORTHOLOGUES_ALN_IDR_910_927_CONS.out.txt	0.51	0.86	0.28
A4D161_ENSG00000188732_ENSEMBL_ORTHOLOGUES_ALN_IDR_190_212_CONS.out.txt	0.66	0.89	0.32
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_68_91_CONS.out.txt	0.47	0.92	0.22
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_105_120_CONS.out.txt	0.65	0.98	0.38
A4D1E1_ENSG00000182348_ENSEMBL_ORTHOLOGUES_ALN_IDR_1154_1170_CONS.out.txt	0.90	1.00	0.74
A4D1S0_ENSG00000188883_ENSEMBL_ORTHOLOGUES_ALN_IDR_261_279_CONS.out.txt	0.43	0.57	0.28
A4D2H0_ENSG00000271079_ENSEMBL_ORTHOLOGUES_ALN_IDR_244_265_CONS.out.txt	0.56	0.69	0.39
A4D2H0_ENSG00000271079_ENSEMBL_ORTHOLOGUES_ALN_IDR_324_493_CONS.out.txt	0.46	0.75	0.20
A4D2P6_ENSG00000215045_ENSEMBL_ORTHOLOGUES_ALN_IDR_425_436_CONS.out.txt	0.53	0.84	0.32
A4FU28_ENSG00000236761_ENSEMBL_ORTHOLOGUES_ALN_IDR_237_265_CONS.out.txt	0.52	0.77	0.33
A4FU28_ENSG00000236761_ENSEMBL_ORTHOLOGUES_ALN_IDR_322_494_CONS.out.txt	0.47	0.75	0.20
A5D8V6_ENSG00000167987_ENSEMBL_ORTHOLOGUES_ALN_IDR_113_131_CONS.out.txt	0.60	0.77	0.29
A5D8V6_ENSG00000167987_ENSEMBL_ORTHOLOGUES_ALN_IDR_141_157_CONS.out.txt	0.62	0.90	0.36
A5D8V7_ENSG00000198003_ENSEMBL_ORTHOLOGUES_ALN_IDR_78_99_CONS.out.txt	0.64	0.98	0.44
A5D8V7_ENSG00000198003_ENSEMBL_ORTHOLOGUES_ALN_IDR_178_189_CONS.out.txt	0.45	0.77	0.18
A5D8V7_ENSG00000198003_ENSEMBL_ORTHOLOGUES_ALN_IDR_296_311_CONS.out.txt	0.47	0.68	0.32
A5PL33_ENSG00000133619_ENSEMBL_ORTHOLOGUES_ALN_IDR_807_830_CONS.out.txt	0.69	0.86	0.54
A6H8Y1_ENSG00000145734_ENSEMBL_ORTHOLOGUES_ALN_IDR_303_357_CONS.out.txt	0.40	0.58	0.22
A6NC57_ENSG00000181626_ENSEMBL_ORTHOLOGUES_ALN_IDR_443_459_CONS.out.txt	NA	NA	NA
A6NC98_ENSG00000168071_ENSEMBL_ORTHOLOGUES_ALN_IDR_307_324_CONS.out.txt	NA	NA	NA
A6NC98_ENSG00000168071_ENSEMBL_ORTHOLOGUES_ALN_IDR_328_412_CONS.out.txt	NA	NA	NA
A6NC98_ENSG00000168071_ENSEMBL_ORTHOLOGUES_ALN_IDR_738_760_CONS.out.txt	0.56	0.65	0.35
A6NC98_ENSG00000168071_ENSEMBL_ORTHOLOGUES_ALN_IDR_855_928_CONS.out.txt	0.30	0.54	0.15
A6NC98_ENSG00000168071_ENSEMBL_ORTHOLOGUES_ALN_IDR_1242_1252_CONS.out.txt	0.58	0.83	0.42
A6NCC3_ENSG00000206127_ENSEMBL_ORTHOLOGUES_ALN_IDR_9_20_CONS.out.txt	0.45	0.72	0.25
A6NCC3_ENSG00000206127_ENSEMBL_ORTHOLOGUES_ALN_IDR_91_121_CONS.out.txt	0.33	0.52	0.18
A6NCC3_ENSG00000206127_ENSEMBL_ORTHOLOGUES_ALN_IDR_313_360_CONS.out.txt	0.36	0.58	0.14
A6NCC3_ENSG00000206127_ENSEMBL_ORTHOLOGUES_ALN_IDR_386_398_CONS.out.txt	0.45	0.68	0.23
A6NCI8_ENSG00000187833_ENSEMBL_ORTHOLOGUES_ALN_IDR_875_888_CONS.out.txt	0.62	0.78	0.31
A6NCL1_ENSG00000205835_ENSEMBL_ORTHOLOGUES_ALN_IDR_101_122_CONS.out.txt	0.43	0.66	0.26
A6NCL7_ENSG00000164236_ENSEMBL_ORTHOLOGUES_ALN_IDR_463_483_CONS.out.txt	0.49	0.65	0.31
A6NDB9_ENSG00000187867_ENSEMBL_ORTHOLOGUES_ALN_IDR_7_51_CONS.out.txt	0.61	0.93	0.40
A6NDB9_ENSG00000187867_ENSEMBL_ORTHOLOGUES_ALN_IDR_73_100_CONS.out.txt	0.49	0.79	0.27
A6NDK9_ENSG00000167195_ENSEMBL_ORTHOLOGUES_ALN_IDR_86_271_CONS.out.txt	0.42	0.80	0.21
A6NDK9_ENSG00000167195_ENSEMBL_ORTHOLOGUES_ALN_IDR_307_431_CONS.out.txt	0.42	0.77	0.19
A6NDK9_ENSG00000167195_ENSEMBL_ORTHOLOGUES_ALN_IDR_592_603_CONS.out.txt	0.59	0.96	0.28
A6NDN3_ENSG00000215186_ENSEMBL_ORTHOLOGUES_ALN_IDR_83_197_CONS.out.txt	0.43	0.76	0.20
A6NDN3_ENSG00000215186_ENSEMBL_ORTHOLOGUES_ALN_IDR_210_271_CONS.out.txt	0.46	0.92	0.26
A6NDN3_ENSG00000215186_ENSEMBL_ORTHOLOGUES_ALN_IDR_310_431_CONS.out.txt	0.43	0.83	0.20
A6NDN3_ENSG00000215186_ENSEMBL_ORTHOLOGUES_ALN_IDR_592_602_CONS.out.txt	0.58	0.98	0.30
A6NDY2_ENSG00000285950_ENSEMBL_ORTHOLOGUES_ALN_IDR_395_406_CONS.out.txt	0.49	0.70	0.32
A6NDZ8_ENSG00000205718_ENSEMBL_ORTHOLOGUES_ALN_IDR_181_203_CONS.out.txt	0.46	0.63	0.15
A6NE82_ENSG00000182315_ENSEMBL_ORTHOLOGUES_ALN_IDR_185_204_CONS.out.txt	0.51	0.66	0.38
A6NEF3_ENSG00000184206_ENSEMBL_ORTHOLOGUES_ALN_IDR_20_30_CONS.out.txt	NA	NA	NA
A6NEF3_ENSG00000184206_ENSEMBL_ORTHOLOGUES_ALN_IDR_90_120_CONS.out.txt	NA	NA	NA
A6NEF3_ENSG00000184206_ENSEMBL_ORTHOLOGUES_ALN_IDR_169_289_CONS.out.txt	0.75	0.97	0.49
A6NEF3_ENSG00000184206_ENSEMBL_ORTHOLOGUES_ALN_IDR_337_458_CONS.out.txt	0.72	1.00	0.44
A6NEH6_ENSG00000284701_ENSEMBL_ORTHOLOGUES_ALN_IDR_105_125_CONS.out.txt	0.81	1.00	0.64
A6NEM1_ENSG00000197978_ENSEMBL_ORTHOLOGUES_ALN_IDR_92_134_CONS.out.txt	NA	NA	NA
A6NEM1_ENSG00000197978_ENSEMBL_ORTHOLOGUES_ALN_IDR_165_235_CONS.out.txt	0.79	1.00	0.45
A6NEM1_ENSG00000197978_ENSEMBL_ORTHOLOGUES_ALN_IDR_251_316_CONS.out.txt	0.79	1.00	0.45
A6NEN9_ENSG00000204165_ENSEMBL_ORTHOLOGUES_ALN_IDR_115_127_CONS.out.txt	0.46	0.75	0.16
A6NEQ2_ENSG00000182103_ENSEMBL_ORTHOLOGUES_ALN_IDR_93_103_CONS.out.txt	0.90	0.90	0.85
A6NEW6_ENSG00000285620_ENSEMBL_ORTHOLOGUES_ALN_IDR_43_53_CONS.out.txt	0.54	0.80	0.39
A6NEW6_ENSG00000285620_ENSEMBL_ORTHOLOGUES_ALN_IDR_396_406_CONS.out.txt	0.51	0.82	0.33
A6NFZ4_ENSG00000203795_ENSEMBL_ORTHOLOGUES_ALN_IDR_11_39_CONS.out.txt	0.73	0.96	0.51
A6NG13_ENSG00000205301_ENSEMBL_ORTHOLOGUES_ALN_IDR_12_29_CONS.out.txt	0.44	0.70	0.08
A6NGB7_ENSG00000188051_ENSEMBL_ORTHOLOGUES_ALN_IDR_15_33_CONS.out.txt	0.75	0.96	0.60
A6NGB9_ENSG00000122574_ENSEMBL_ORTHOLOGUES_ALN_IDR_46_63_CONS.out.txt	0.50	0.89	0.26
A6NGG8_ENSG00000179270_ENSEMBL_ORTHOLOGUES_ALN_IDR_283_294_CONS.out.txt	0.60	1.00	0.31
A6NGG8_ENSG00000179270_ENSEMBL_ORTHOLOGUES_ALN_IDR_298_320_CONS.out.txt	0.57	0.85	0.33
A6NGQ2_ENSG00000203907_ENSEMBL_ORTHOLOGUES_ALN_IDR_125_136_CONS.out.txt	0.53	0.96	0.21
A6NGS2_ENSG00000204978_ENSEMBL_ORTHOLOGUES_ALN_IDR_79_94_CONS.out.txt	0.75	1.00	0.57
A6NI79_ENSG00000198624_ENSEMBL_ORTHOLOGUES_ALN_IDR_155_165_CONS.out.txt	0.85	0.89	0.81
A6NI79_ENSG00000198624_ENSEMBL_ORTHOLOGUES_ALN_IDR_256_269_CONS.out.txt	0.36	0.56	0.19
A6NI86_ENSG00000278662_ENSEMBL_ORTHOLOGUES_ALN_IDR_21_32_CONS.out.txt	NA	NA	NA
A6NI86_ENSG00000278662_ENSEMBL_ORTHOLOGUES_ALN_IDR_91_120_CONS.out.txt	NA	NA	NA
A6NI86_ENSG00000278662_ENSEMBL_ORTHOLOGUES_ALN_IDR_169_317_CONS.out.txt	0.73	1.00	0.40
A6NI86_ENSG00000278662_ENSEMBL_ORTHOLOGUES_ALN_IDR_337_395_CONS.out.txt	0.73	1.00	0.41
A6NJ08_ENSG00000237247_ENSEMBL_ORTHOLOGUES_ALN_IDR_179_203_CONS.out.txt	0.44	0.62	0.15
A6NJ64_ENSG00000234719_ENSEMBL_ORTHOLOGUES_ALN_IDR_173_210_CONS.out.txt	NA	NA	NA
A6NJG6_ENSG00000186103_ENSEMBL_ORTHOLOGUES_ALN_IDR_86_136_CONS.out.txt	0.83	0.98	0.36
A6NJL1_ENSG00000197213_ENSEMBL_ORTHOLOGUES_ALN_IDR_478_488_CONS.out.txt	NA	NA	NA
A6NJT0_ENSG00000164853_ENSEMBL_ORTHOLOGUES_ALN_IDR_109_161_CONS.out.txt	0.72	0.86	0.46
A6NJT0_ENSG00000164853_ENSEMBL_ORTHOLOGUES_ALN_IDR_199_210_CONS.out.txt	0.42	0.57	0.27
A6NJZ7_ENSG00000183246_ENSEMBL_ORTHOLOGUES_ALN_IDR_47_97_CONS.out.txt	NA	NA	NA
A6NK89_ENSG00000189431_ENSEMBL_ORTHOLOGUES_ALN_IDR_226_272_CONS.out.txt	0.64	0.88	0.34
A6NK89_ENSG00000189431_ENSEMBL_ORTHOLOGUES_ALN_IDR_317_360_CONS.out.txt	0.39	0.59	0.10
A6NK89_ENSG00000189431_ENSEMBL_ORTHOLOGUES_ALN_IDR_389_408_CONS.out.txt	0.53	0.77	0.36
A6NK89_ENSG00000189431_ENSEMBL_ORTHOLOGUES_ALN_IDR_414_431_CONS.out.txt	0.49	0.98	0.16
A6NKC0_ENSG00000285975_ENSEMBL_ORTHOLOGUES_ALN_IDR_43_53_CONS.out.txt	0.54	0.80	0.39
A6NKC0_ENSG00000285975_ENSEMBL_ORTHOLOGUES_ALN_IDR_395_406_CONS.out.txt	0.49	0.70	0.32
A6NKD9_ENSG00000205476_ENSEMBL_ORTHOLOGUES_ALN_IDR_39_147_CONS.out.txt	0.59	0.89	0.30
A6NKN8_ENSG00000248485_ENSEMBL_ORTHOLOGUES_ALN_IDR_39_63_CONS.out.txt	0.97	1.00	0.86
A6NKW6_ENSG00000145642_ENSEMBL_ORTHOLOGUES_ALN_IDR_65_85_CONS.out.txt	0.96	1.00	0.84
A6NL88_ENSG00000187902_ENSEMBL_ORTHOLOGUES_ALN_IDR_119_130_CONS.out.txt	0.57	0.87	0.18
A6NL88_ENSG00000187902_ENSEMBL_ORTHOLOGUES_ALN_IDR_188_203_CONS.out.txt	0.75	0.95	0.59
A6NM11_ENSG00000238083_ENSEMBL_ORTHOLOGUES_ALN_IDR_868_880_CONS.out.txt	NA	NA	NA
A6NM11_ENSG00000238083_ENSEMBL_ORTHOLOGUES_ALN_IDR_891_959_CONS.out.txt	NA	NA	NA
A6NM11_ENSG00000238083_ENSEMBL_ORTHOLOGUES_ALN_IDR_963_1008_CONS.out.txt	NA	NA	NA
A6NM11_ENSG00000238083_ENSEMBL_ORTHOLOGUES_ALN_IDR_1025_1036_CONS.out.txt	0.45	0.73	0.22
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_9_20_CONS.out.txt	0.39	0.62	0.23
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_91_125_CONS.out.txt	0.32	0.47	0.19
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_214_234_CONS.out.txt	0.45	0.73	0.19
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_245_269_CONS.out.txt	0.46	0.82	0.26
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_273_284_CONS.out.txt	0.36	0.65	0.13
A6NMD2_ENSG00000179938_ENSEMBL_ORTHOLOGUES_ALN_IDR_314_360_CONS.out.txt	0.41	0.69	0.22
A6NMT0_ENSG00000109851_ENSEMBL_ORTHOLOGUES_ALN_IDR_187_226_CONS.out.txt	0.70	1.00	0.55
B1AKI9_ENSG00000101230_ENSEMBL_ORTHOLOGUES_ALN_IDR_5_18_CONS.out.txt	0.37	0.53	0.20
A6NNL0_ENSG00000188199_ENSEMBL_ORTHOLOGUES_ALN_IDR_333_344_CONS.out.txt	0.56	0.87	0.26
A6NNL0_ENSG00000188199_ENSEMBL_ORTHOLOGUES_ALN_IDR_352_363_CONS.out.txt	0.68	0.98	0.38
A6NNL0_ENSG00000188199_ENSEMBL_ORTHOLOGUES_ALN_IDR_378_388_CONS.out.txt	0.69	1.00	0.40
A6NNL0_ENSG00000188199_ENSEMBL_ORTHOLOGUES_ALN_IDR_395_410_CONS.out.txt	0.59	0.73	0.42
A6NNS2_ENSG00000184544_ENSEMBL_ORTHOLOGUES_ALN_IDR_12_23_CONS.out.txt	0.43	0.71	0.24
A6NNT2_ENSG00000205832_ENSEMBL_ORTHOLOGUES_ALN_IDR_139_164_CONS.out.txt	NA	NA	NA
A6PVI3_ENSG00000170935_ENSEMBL_ORTHOLOGUES_ALN_IDR_139_149_CONS.out.txt	0.24	0.51	0.16
A7E2F4_ENSG00000175265_ENSEMBL_ORTHOLOGUES_ALN_IDR_109_200_CONS.out.txt	0.37	0.76	0.17
A7E2F4_ENSG00000175265_ENSEMBL_ORTHOLOGUES_ALN_IDR_231_262_CONS.out.txt	0.37	0.57	0.12
A7E2F4_ENSG00000175265_ENSEMBL_ORTHOLOGUES_ALN_IDR_274_306_CONS.out.txt	0.40	0.65	0.23
A7E2F4_ENSG00000175265_ENSEMBL_ORTHOLOGUES_ALN_IDR_333_372_CONS.out.txt	0.45	0.71	0.24
A7MBM2_ENSG00000140323_ENSEMBL_ORTHOLOGUES_ALN_IDR_161_186_CONS.out.txt	0.56	0.71	0.35
A7MCY6_ENSG00000198933_ENSEMBL_ORTHOLOGUES_ALN_IDR_102_154_CONS.out.txt	0.74	0.92	0.41
A7MCY6_ENSG00000198933_ENSEMBL_ORTHOLOGUES_ALN_IDR_227_271_CONS.out.txt	0.54	0.80	0.28
A7MCY6_ENSG00000198933_ENSEMBL_ORTHOLOGUES_ALN_IDR_282_324_CONS.out.txt	0.47	0.68	0.21
A7XYQ1_ENSG00000112320_ENSEMBL_ORTHOLOGUES_ALN_IDR_149_165_CONS.out.txt	0.62	0.92	0.44
A7XYQ1_ENSG00000112320_ENSEMBL_ORTHOLOGUES_ALN_IDR_170_180_CONS.out.txt	0.87	1.00	0.59
A8CG34_ENSG00000272391_ENSEMBL_ORTHOLOGUES_ALN_IDR_39_58_CONS.out.txt	NA	NA	NA
A8CG34_ENSG00000272391_ENSEMBL_ORTHOLOGUES_ALN_IDR_510_526_CONS.out.txt	0.57	0.71	0.28
A8MPX8_ENSG00000183977_ENSEMBL_ORTHOLOGUES_ALN_IDR_309_321_CONS.out.txt	0.62	0.84	0.14
A8MQT2_ENSG00000215252_ENSEMBL_ORTHOLOGUES_ALN_IDR_84_136_CONS.out.txt	0.32	0.58	0.17
A8MQT2_ENSG00000215252_ENSEMBL_ORTHOLOGUES_ALN_IDR_305_344_CONS.out.txt	0.45	0.71	0.24
A8MT33_ENSG00000205078_ENSEMBL_ORTHOLOGUES_ALN_IDR_101_126_CONS.out.txt	0.40	0.65	0.28
A8MT33_ENSG00000205078_ENSEMBL_ORTHOLOGUES_ALN_IDR_167_179_CONS.out.txt	0.45	0.79	0.27
A8MT70_ENSG00000169064_ENSEMBL_ORTHOLOGUES_ALN_IDR_30_57_CONS.out.txt	0.76	1.00	0.49
A8MT70_ENSG00000169064_ENSEMBL_ORTHOLOGUES_ALN_IDR_152_162_CONS.out.txt	0.93	1.00	0.84
A8MTJ6_ENSG00000214336_ENSEMBL_ORTHOLOGUES_ALN_IDR_188_200_CONS.out.txt	0.91	1.00	0.67
A8MTL3_ENSG00000215277_ENSEMBL_ORTHOLOGUES_ALN_IDR_114_133_CONS.out.txt	0.56	0.78	0.27
A8MTQ0_ENSG00000214513_ENSEMBL_ORTHOLOGUES_ALN_IDR_208_218_CONS.out.txt	0.45	0.79	0.10
A8MTZ0_ENSG00000214413_ENSEMBL_ORTHOLOGUES_ALN_IDR_63_83_CONS.out.txt	0.75	1.00	0.49
A8MUP6_ENSG00000214978_ENSEMBL_ORTHOLOGUES_ALN_IDR_12_24_CONS.out.txt	0.60	0.79	0.40
A8MWA6_ENSG00000285687_ENSEMBL_ORTHOLOGUES_ALN_IDR_43_53_CONS.out.txt	0.54	0.80	0.39
A8MWA6_ENSG00000285687_ENSEMBL_ORTHOLOGUES_ALN_IDR_395_406_CONS.out.txt	0.49	0.70	0.32
A8MXT2_ENSG00000182798_ENSEMBL_ORTHOLOGUES_ALN_IDR_317_328_CONS.out.txt	NA	NA	NA
A8MXV6_ENSG00000214819_ENSEMBL_ORTHOLOGUES_ALN_IDR_212_229_CONS.out.txt	NA	NA	NA
A8MXZ1_ENSG00000285765_ENSEMBL_ORTHOLOGUES_ALN_IDR_43_53_CONS.out.txt	0.54	0.80	0.39
A8MYA2_ENSG00000215113_ENSEMBL_ORTHOLOGUES_ALN_IDR_489_511_CONS.out.txt	0.28	0.54	0.15
A8MZ59_ENSG00000213921_ENSEMBL_ORTHOLOGUES_ALN_IDR_14_24_CONS.out.txt	0.63	0.84	0.25
A8MZ59_ENSG00000213921_ENSEMBL_ORTHOLOGUES_ALN_IDR_28_68_CONS.out.txt	0.45	0.69	0.29
A8MZA4_ENSG00000277322_ENSEMBL_ORTHOLOGUES_ALN_IDR_128_232_CONS.out.txt	0.78	1.00	0.53
B0FP48_ENSG00000267368_ENSEMBL_ORTHOLOGUES_ALN_IDR_215_226_CONS.out.txt	0.55	0.85	0.17
B1AL46_ENSG00000228570_ENSEMBL_ORTHOLOGUES_ALN_IDR_333_344_CONS.out.txt	0.56	0.87	0.26
B1AL46_ENSG00000228570_ENSEMBL_ORTHOLOGUES_ALN_IDR_352_363_CONS.out.txt	0.68	0.98	0.38
B1AL46_ENSG00000228570_ENSEMBL_ORTHOLOGUES_ALN_IDR_379_390_CONS.out.txt	0.62	0.94	0.24
B2RC85_ENSG00000169402_ENSEMBL_ORTHOLOGUES_ALN_IDR_790_810_CONS.out.txt	0.38	0.58	0.28
B2RU33_ENSG00000183206_ENSEMBL_ORTHOLOGUES_ALN_IDR_332_342_CONS.out.txt	0.91	0.96	0.84
B2RXH8_ENSG00000275774_ENSEMBL_ORTHOLOGUES_ALN_IDR_60_78_CONS.out.txt	0.68	0.82	0.52
